Book Reference #,Title,Author,Rating,Report Link
261,Friction,E.R. Frank,2,https://drive.google.com/file/d/1Z6nouUxIfPwiht7vnQ04S71bkbz4xPSW/view?usp=drive_link
254,Friday,Robert A. Heinlein,3,https://drive.google.com/file/d/1A2q4b5AWVgE0tywanbah649dBV_N4dKh/view?usp=drive_link
,Friends Forever,Shannon Hale,2,
268,From Archie to Zack,Vincent Kirsch,1,https://drive.google.com/file/d/1SADHAlxieCYPxvmOwnLslvbk0Z058uMG/view?usp=drive_link
241,From Blood and Ash,Jennifer L. Armentrout,4,https://drive.google.com/file/d/1gga894vhvgF6Ygplhd-bv9AK2sw9aV_G/view?usp=drive_link
,From Here to You,Jamie McGuire,4,https://drive.google.com/file/d/1uAWOVm8cScha4TkgBul5l4-55o_jN7fP/view?usp=drive_link
269,From the Desk of Zoe Washington,Janae Marks,1,https://drive.google.com/file/d/1r8IWgfU6LJ8RMw7sg20FtHuDsq_AXL_m/view?usp=drive_link
242,Fun Home,Alison Bechdel,4,https://drive.google.com/file/d/13ceXfdRWIVALYrL1phMHh6tXLAMTGvHo/view?usp=drive_link
,Funny Story,Emily Henry,4,https://drive.google.com/file/d/1IvkXycoes7wloM6rkrssEcDVWlaHCOdI/view?usp=sharing
276,"Gabi, A Girl in Pieces",Isabel Quintero,3,https://tinyurl.com/2fdw8s97
,Gay the Pray Away,Natalie Naudus,2,https://drive.google.com/file/d/1Y2ZEMDgQJExbNaUJKkS9CygTcG48Wp-t/view?usp=sharing
291,Gender Identity for Kids,Andy Passchier,2,https://tinyurl.com/yc6b6wx2
292,Gender Pirates,Sophie Labelle,2,https://tinyurl.com/2y2pn4cn
273,Gender Queer,Maia Kobabe,4,https://tinyurl.com/y9zmbsdv
,Gender Wheel: A Story about Bodies and Gender for Every Body,Maya Christina Gonzalez,3,https://drive.google.com/file/d/1JgnJ6w8xL-Mb_xm1IJHzmw5ybc4bbTin/view?usp=sharing
,Generation Brave: The Gen Z Kids Who are Changing the World,Kate Alexander,2,https://drive.google.com/file/d/1FVTOEl9E2rxWy9VhzKtctjhdWvd1srSx/view?usp=sharing
293,George,Alex Gino,2,https://tinyurl.com/5czb8vzk
281,Georgia Peaches and Other Forbidden Fruit,Jaye Robin Brown,3,https://tinyurl.com/2m4r5hxm
274,"Get a Life, Chloe Brown",Talia Hibbert,4,https://tinyurl.com/eyefxxsj
294,Ghost Boys,Jewell Parker Rhodes,2,https://tinyurl.com/u66s59eb
308,Ghost Town Treasure Hunt,Abbi Lee,0,https://tinyurl.com/2y8jpr6y
295,Gilded,Marissa Meyer,2,https://tinyurl.com/mr2kuu6x
282,Girl in Translation,Jean Kwok,3,https://tinyurl.com/ywcneste
,Girl Parts,John M. Cusick,4,https://drive.google.com/file/d/1Kt-2HPZsXHhoXSM3Bod3PIdTTEfiWSfe/view?usp=sharing
,Girls of Paper and Fire,Natasha NGan,4,https://drive.google.com/file/d/1DMhvH7h815gTgAFAm8nT94vHW8xP7DQw/view?usp=sharing
309,Girls Who Code,Reshma Saujani,0,https://tinyurl.com/33rkjjtd
284,Glass,Ellen Hopkins,3,https://tinyurl.com/mu5r43x4
285,Go Ask Alice,Anonymous,3,https://tinyurl.com/jzx8mfxd
310,Go Back to Sleep,Zoe Foster Blake,0,https://tinyurl.com/5n7asukp
,Gods & Monsters,Shelby Mahurin,4,https://drive.google.com/file/d/18o3rhL3d042joZXGOOp4LskrjdeMl1Uz/view?usp=sharing
,"Gone, Gone, Gone",Hannah Moskowitz,3,https://drive.google.com/file/d/1lc8mHF_V9utHY7TQQY2JSLxH7FViPzsn/view?usp=drive_link
304,Goodnight Racism,Ibram X. Kendi,1,https://tinyurl.com/3sskvv7k
298,Gossip Girl: Nobody Does it Better,Cecily von Ziegesar,2,https://tinyurl.com/3d38mw5z
,Grace and Glory,Jennifer Armentrout,4,https://drive.google.com/file/d/1e7oN-XX7aOhgB1k4f5y1VHiSpCRNx9uM/view?usp=sharing
299,Graceling,Kristin Cashore,2,https://tinyurl.com/ynyfbxhd
305,Grandpdad's Camper published in partnership with GLAAD Series,Harry Woodgate,1,https://tinyurl.com/b93c9wbu
300,Grandpdad's Pride,Harry Woodgate,2,https://tinyurl.com/49w3478z
301,Green,Alex Gino,2,https://tinyurl.com/584s6wfe
,Grim and Oro,Alex Aster,4,https://drive.google.com/file/d/1awiAJ8mx6s6lf5Fok7_JbsYnRf4rfrK5/view?usp=sharing
286,Grit,Gillian French,3,https://tinyurl.com/3hjk7d9m
287,Grl2Grl,Julie Anne Peters,3,https://tinyurl.com/2tr348r2
306,Grow Up and Love Your Body!,Sarah P. Weston,1,https://tinyurl.com/24zetwjf
288,Grown,Tiffany D. Jackson,3,https://tinyurl.com/5br5ucpj
307,Guarding the Invisible Dragons: A Branches Book (Dragon Masters #22),Tracey West,1,https://tinyurl.com/544hj3ck
289,Guyaholic,Carolyn Mackler,3,https://tinyurl.com/2x72zzhf
351,Half a Chance,Cynthia Lord,0,https://drive.google.com/file/d/1DOrgAvbwt7K-rslK4ZkptKPqdwsUZpvy/view?usp=drive_link
313,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4,https://drive.google.com/file/d/1ynC9mQcsZ_wVNWLnJNOjiISZCzvSZpox/view?usp=drive_link
,Happy Place,Emily Henry,4,https://drive.google.com/file/d/1CtL0CSuardsLK05L12I0YDJYifOhthcu/view?usp=sharing
333,Hatchet,Gary Paulsen,2,https://drive.google.com/file/d/10iGpad53yIUdL6du6Qo9iUlolSW3ipDO/view?usp=drive_link
311,Haunted,Chuck Palahniuk,5,https://drive.google.com/file/d/1efVEyWL7kAQXCxWmE9Dhz9T0b_b4aVOt/view?usp=drive_link
342,Healthy Kids Canada: Gender Identity,Simon Rose and Madeline Nixon,1,https://drive.google.com/file/d/1Fd7eZwq-e7Mokov-b5UsQSWS8Zqc6PYq/view?usp=drive_link
,Heart Bones,Colleen Hoover,4,https://drive.google.com/file/d/1s52tdjDGBaB41FwMioFsF24as0f4uUc8/view?usp=sharing
,Heart Check: A Varsity Novel,Emily Charlotte,3,https://drive.google.com/file/d/1GRgbPI4kqVSHHov-1qd2BHJVGN10AF-x/view?usp=sharing
,Heartless,Elsie Silver,5,https://drive.google.com/file/d/1qFpQ6Pyu_yLcVcXvGhhA26cLGO4EltWe/view?usp=sharing
334,Heartstopper: Volume 1,Alice Oseman,2,https://drive.google.com/file/d/1t1HaG8mv24oNq9CtPgTwZppHl3kzRIIk/view?usp=drive_link
335,Heartstopper: Volume 2,Alice Oseman,2,https://drive.google.com/file/d/1IrtgT4gCjs7iO-bjaxhsvTBVAnis0AC2/view?usp=drive_link
336,Heartstopper: Volume 3,Alice Oseman,2,https://drive.google.com/file/d/1PhCICIzzYIF7Dgty6d3Ar7el-ZQ3Fy-4/view?usp=drive_link
337,Heartstopper: Volume 4,Alice Oseman,2,https://drive.google.com/file/d/10b9Tc3cgdX2ep1MGH9QEPlSi2HzjdqeB/view?usp=drive_link
324,Heartstopper: Volume 5,Alice Oseman,3,https://drive.google.com/file/d/1uRHjrQMyBrAt5QnImCN6pK73p2c98rLt/view?usp=drive_link
343,Heather Has Two Mummies,Leslea Newman,1,https://drive.google.com/file/d/1mOxW40-xz8EjVVqENY5tL7n6P0ojE46s/view?usp=drive_link
,Heavy Hitter,Katie Cotugno,4,https://drive.google.com/file/d/1lPG9QLVNEeaBkKSK7D5arZA-cx8PJt7w/view?usp=sharing
338,Heir of Fire,Sarah J. Maas,2,https://drive.google.com/file/d/1O4aDFk66cUl1o3bvyxF0IN6j6UwzJKGd/view?usp=drive_link
,Hell Followed with Us ,Andrew White,4,https://drive.google.com/file/d/1qroQ_Vh5lqZH82AvSq16PpEeENskK5wf/view?usp=drive_link
344,Hello Universe,Erin Entrada Kelly,1,https://drive.google.com/file/d/1czsWBWUt1WCYNZiMuKfQp_W9mgN9So2r/view?usp=drive_link
,"Here We Are, Feminism for the Real World",Kelly Jensen,4,https://drive.google.com/file/d/1CGaNsIIe4WjrMgDf7FQUT57ZfQhjHpDC/view?usp=sharing
325,Here's To Us,Becky Albertalli and Adam Silvera,3,https://drive.google.com/file/d/1xfAXwHlewt7Bue0qrHQQo9Sb28d7vy0p/view?usp=drive_link
326,Heroine,Mindy McGinnis,3,https://drive.google.com/file/d/1lijGUHF2K1l9bYFDA759MHfjiqBRWcSq/view?usp=drive_link
345,He's My Mom,Sarah Savage,1,https://drive.google.com/file/d/1g6W6O6rp2nD-Y9_XSqffJAMrP8DOU88F/view?usp=drive_link
327,High School,Tegan Quin and Sara Quin,3,https://drive.google.com/file/d/1ZxWJj3WMDesAqKDntGfd3TtklqlNWgMY/view?usp=drive_link
312,Him,Sarina Bowen and Elle Kennedy,5,https://drive.google.com/file/d/1YK8u9EW5gcHrsdNDHjrR5Yhps_TUgNip/view?usp=drive_link
,Himawari House , Harmony Becker,2,https://drive.google.com/file/d/1J3vgX0HU14SwadV2mengj9eJAJw-v60_/view?usp=drive_link
328,Home Body,Rupi Kaur,3,https://drive.google.com/file/d/1I8jQZQ7mVZyw4Ez0tRhq8MytpFUSvMre/view?usp=drive_link
318,Homegoing,Yaa Gyasi,4,https://drive.google.com/file/d/1lldG00NA4K-mTiNfM_T0sxIZ6iCq1l4q/view?usp=drive_link
330,Hooked,Catherine Greenman,3,https://drive.google.com/file/d/1VezOC0kB_rq6bI711tZxa9p-bInSiFte/view?usp=drive_link
346,Ho'onani Hula Warrior,Heather Gale,1,https://drive.google.com/file/d/1dxQMCgy_6Ivbx87PoYsx5wWv6IvEh39d/view?usp=drive_link
347,"Hooray For She, He, Ze, and They!",Lindz Amer,1,https://drive.google.com/file/d/19y1ASC37PI3-_mcNEeSHBuoATSFNtYuW/view?usp=drive_link
319,Hopeless,Colleen Hoover,4,https://drive.google.com/file/d/1tWdtnHCEinUYuQTT9-wGG5TDEkyNBWKH/view?usp=drive_link
320,House of Earth and Blood,Sarah J. Maas,4,https://drive.google.com/file/d/17fBhQeCWpL5F096SqZdZjuCqv0-s8hHc/view?usp=drive_link
,House of Flame and Shadow,Sarah J. Maas,5,https://drive.google.com/file/d/1SbDTCA79YKpomyecYzxugcayN16PI4FQ/view?usp=drive_link
321,House of Sky and Breath,Sarah J. Maas,4,https://drive.google.com/file/d/1v9fQVv8HDKP1Z7N1yhYYAc88dUqiS_GV/view?usp=drive_link
322,How Beautiful the Ordinary,Michael Cart,4,https://drive.google.com/file/d/1g6q6CcTFoxMcUObOIUe3obT28LXGoL4z/view?usp=drive_link
331,How It All Blew Up,Arvin Ahmadi,3,https://drive.google.com/file/d/1Lpqu7rnfVh_gG1OmMkGhLx1L3efAkdWT/view?usp=drive_link
339,How to Be a (Young) Antiracist,Ibram X. Kendi and Nic Stone,2,https://drive.google.com/file/d/1QlyfU0sr1UZk8dKzpkQsqfNgjk3npXzL/view?usp=drive_link
352,How to Read a Book,Kwame Alexander,0,https://drive.google.com/file/d/1ZDHEY7f-33lymQGsguK7GRaVUbgTxIce/view?usp=drive_link
349,How We Can Live: Principles of Black Lives Matter,Lelena Garcia,1,https://drive.google.com/file/d/1mdkKlDjA8ysumzx1dpEkDNxxXm_0dEC3/view?usp=drive_link
332,Hunger: A Memoir of (My) Body,Roxane Gay,3,https://drive.google.com/file/d/1ZV7VcadGT1NE9TwpH63JE0JU471tmv3T/view?usp=drive_link
381,I Am Jazz,Jessica Herthel and Jazz Jennings,1,https://drive.google.com/file/d/1bvNjkHOopcimyrxnv-XI20BK85_VFf8j/view?usp=sharing
382,I Am Malala Yousafzai,Brad Meltzer,1,https://drive.google.com/file/d/12qp8cws-Q-DLjP5wRYXPjat0mAC6OTMT/view?usp=sharing
362,I Am Margaret Moore,Hannah Capin,3,https://drive.google.com/file/d/1h_Yz-NkIIJq8Al5-Qmq4j10SGzLpkhtX/view?usp=sharing
363,I Am Not Your Perfect Mexican Daughter,Erika L. Sanchez,3,https://drive.google.com/file/d/1bLyR5da2l27vLNBnyX8k6wJ4vfTXxwyW/view?usp=sharing
,I am the Swarm,Hayley Chewins,4,https://drive.google.com/file/d/1LWSKydA15fw9CXO2PmSU38uEVUP8eiYH/view?usp=sharing
364,I Can't Date Jesus,Michael Arceneaux,3,https://drive.google.com/file/d/1054vFPU6oWqan2BBiL0JA0zzQBfQHrZL/view?usp=sharing
383,I Dissent: Ruth Bader Ginsburg Makes Her Mark,Debbie Levy,1,https://drive.google.com/file/d/1t4lmtwQV7cibHVePVTPssGDSSFSvAOiT/view?usp=sharing
384,I Is For Immigrants,Selina Alko,1,https://drive.google.com/file/d/1hHNV_rok-2P90IpjTHL6T33LJHuEq8wp/view?usp=sharing
371,I Kissed Shara Wheeler,Casey McQuiston,2,https://drive.google.com/file/d/1Jhqcsn09wKL3-86KuxlYvmT5f-n9Ae9J/view?usp=sharing
365,I Know Why the Caged Bird Sings,Maya Angelou,3,https://drive.google.com/file/d/1-QEsUg3nkYAiD-7mhK1cVOYWoE2o-DWn/view?usp=sharing
355,I Never,Laura Hopper,4,https://drive.google.com/file/d/1CcNKM0NUbz9_GPtCH1Nide9ybDRuBTkF/view?usp=sharing
385,I See Color,Valerie Bolling and Kailei Pew,1,https://drive.google.com/file/d/12Yu84WleE32E_5y6y8HED5hp2eZPDe1Z/view?usp=sharing
356,Icebreaker: A Novel (The Mapel Hills Series Book 1),Hannah Grace,4,https://drive.google.com/file/d/1ToR_wNtvPz9OmZg-AxxwLy0r_7_MHC4O/view?usp=sharing
357,Identical,Ellen Hopkins,4,https://drive.google.com/file/d/1QNlOq5DXi4A14OWFYAj2SpIlK69kyT9d/view?usp=sharing
372,Identity: A Story of Transitioning,Corey Maison,2,https://drive.google.com/file/d/1X4XaAxKjVc7r1k-hESLcidjQedEhMiJ4/view?usp=sharing
373,If I was Your Girl,Meredith Russo,2,https://drive.google.com/file/d/1eZRFjT7ERg99Fllnb45kyywGnRyL68yA/view?usp=sharing
374,If There's No Tomorrow,Jennifer L. Armentrout,2,https://drive.google.com/file/d/1BJSi5QW5pi1xeItMhosJUtxpmcvRvzLy/view?usp=sharing
389,If You Come Softly,Jacqueline Woodson,1,https://drive.google.com/file/d/1wrraXLflEfqadMpckw8u6GBdj2gLGOnP/view?usp=sharing
395,I'll Give You the Sun,Jandy Nelson,3,https://drive.google.com/file/d/1WaABNpWpEu4h8L1CogybyZ_xIkzMljws/view?usp=sharing
386,I'm A Girl!,Yasmeen Ismail,1,https://drive.google.com/file/d/1MAaxr5P3sJrrJHHmbqNiHIXSJeFF5sgv/view?usp=sharing
387,I'm a Unicorn,Helen Yoon,1,https://drive.google.com/file/d/15Khr1XqCsK8UcHp2zZJm7n-60oiX-5_b/view?usp=sharing
394,I'm Basically a Unicorn,Melanie Hawkins,0,https://drive.google.com/file/d/1e2-lIQMicgiYwhYNfutYdoKXdIpdte7x/view?usp=sharing
,I'm Glad My Mom Died,Jennette McCurdy,4,https://drive.google.com/file/d/15kkUwWqjsJ1bTc0SxmmEbSnA6rBPYtD5/view?usp=sharing
388,I'm Not a Girl,Maddox Lyons and Jessica Verdi,1,https://drive.google.com/file/d/1H_NpcWycWdmdF55CXKnudpe1v5nPgZ5Z/view?usp=sharing
366,Impulse,Ellen Hopkins,3,https://drive.google.com/file/d/1Oc2DL9AXws5CQ_tsBBVEOu_EKig8srtS/view?usp=sharing
367,In Case You're Curious,"Molly Alderton, Daniela Fellman, Meghan Hilton, Julie LaBarr, and Planned Parenthood of the Rocky Mountains",3,https://drive.google.com/file/d/1IDyg7nVRkvsk_loUrQc8A1-LgpZZ4uAG/view?usp=sharing
358,Infandous,Elana K. Arnold,4,https://drive.google.com/file/d/1dV6xlSStk93OnuftxkYvaQIrtyPOhNy2/view?usp=sharing
375,Infinity Son,Adam Silvera,2,https://drive.google.com/file/d/1QHxUrNi5PjXEIK0jK0LZPAnRdzuLHwcV/view?usp=drive_link
,Inkdeath,Cornelia Funke,3,https://drive.google.com/file/d/1BPavhjMFsiFmbOvuz-YxL2aehKVWV795/view?usp=sharing
,Intersection Allies: We Make Room for All,"Chelsea Johnson, LaToya Council,
Carolyn Choi",2,https://drive.google.com/file/d/1Jby-mSR-hFEZSN1eAkzlI5FIdYHdiVOI/view?usp=sharing
,"Introducing Teddy: A Gentle Story About Gender
and Friendship",Jessica Walton,1,https://drive.google.com/file/d/1nw8DD_xTutZzgWvY2Z51m5_wRweOG_My/view?usp=sharing
354,Invisible Monsters Remix,Chuck Palahniuk,5,https://drive.google.com/file/d/1c0U2UNdlXw6LJIuz2pTOay5Sdm8I4gdb/view?usp=drive_link
,Ira Levin's Rosemary's Baby,Ira Levin: Introduction by Chuck Palahniuk; Afterword by R.L. Stine,5,
,Iron Flame,Rebecca Yarros,5,https://drive.google.com/file/d/1Edk4vIu6aJ6jM93nuaeOr8zK6Ccc5rQH/view?usp=sharing
390,Is This Normal?,Erin Falligant and Michelle Watkins,1,https://drive.google.com/file/d/1gFOgbrPvF-3NPLDKu17abm8T6rCy1LNV/view?usp=drive_link
391,"Is This Normal? More Girls' questions, answered",Darci Johnston,1,https://drive.google.com/file/d/1qe43m4hb94e5E6G7KyjjKqHgDXodK0eY/view?usp=drive_link
359,It Ends With Us,Colleen Hoover,4,https://drive.google.com/file/d/1p-YHEr9NCgZavOpYroJJ6Zzpw67Swwi2/view?usp=drive_link
392,It Feels Good To Be Yourself,Theresa Thorn,1,https://drive.google.com/file/d/1xgUuSCPogJDYLLbpzgFunNdWh5gfRI9J/view?usp=drive_link
376,It Isn't Rude to Be Nude,Rosie Haine,2,https://drive.google.com/file/d/14e_jBSBV1DG5ajKbhFx2-dVRQX37V0J_/view?usp=drive_link
360,It Starts With Us,Colleen Hoover,4,https://drive.google.com/file/d/14CYqQzUXLdL9y1SQ6Ozc-qFFpSdnjKE6/view?usp=drive_link
377,It's Not the Stork!,Robie H. Harris,2,https://drive.google.com/file/d/1Xq50ImpWnhz61JWwJ1jF9x_XfPiMPxOr/view?usp=drive_link
368,"It's Perfectly Normal, fifth edition",Robie H. Harris and Michael Emberley,3,https://drive.google.com/file/d/1qUfbCnvFkI7eeM32luUbxegxFO2wmv6a/view?usp=drive_link
369,"It's Perfectly Normal, first edition",Robie H. Harris and Michael Emberley,3,https://drive.google.com/file/d/15IPnnfqG8cVX3weShrCRtRf_piT6TJfw/view?usp=drive_link
378,It's So Amazing!,Robie H. Harris,2,https://drive.google.com/file/d/1LRw0OAJiBPfY5Sb5vy3Kl3qisuBlmhlJ/view?usp=drive_link
393,Itty-Bitty Kitty Corn,Shannon Hale and Leuyen Pham,1,https://drive.google.com/file/d/1rRvp4wS8-Piy4lzFJiGGFoneXmp37NIC/view?usp=drive_link
379,Ivy Aberdeen's Letter To The World,Ashley Herring Blake,2,https://drive.google.com/file/d/1Gak9IohAVSK4njq-vCoKKZOe9r0IGFkm/view?usp=drive_link
380,Izzy At The End Of The World,K. A. Reynolds,2,https://drive.google.com/file/d/1MWuZcOGasjSSnLYqkrRjwnIn4CXXKNic/view?usp=drive_link
403,Jack (Not Jackie),Erica Silverman,1,https://drive.google.com/file/d/17TRL1UrLLg8YaOxl_gmAZi3OIZcAUjmY/view?usp=drive_link
396,Jack of Hearts (And Other Parts),L.C. Rosen,5,https://drive.google.com/file/d/1rHq3-dM0Br4dXNXovk8rLQbTNvfsRy0n/view?usp=drive_link
404,Jacob's New Dress,Sarah and Ian Hoffman,1,https://drive.google.com/file/d/1VlqyfSdf1VLliE2QpDQ0WScaUWmVJykf/view?usp=drive_link
405,Jacob's Room to Choose,Sarah and Ian Hoffman,1,https://drive.google.com/file/d/14OpNqE0PBXsqINUMMn7ddHx4VO0XBguY/view?usp=drive_link
399,Jay's Gay Agenda,Jason June,3,https://drive.google.com/file/d/1eroNDfOwoawk_qqdF3J5QwAFed6jvKiK/view?usp=drive_link
406,Jeff Pennant's Field Guide to Raising Happy Parents,Kelli McKinney,1,https://drive.google.com/file/d/1XZW1i-irXd0VpAgZ3W-EbnDt-txKyCaF/view?usp=drive_link
397,Jesus Land: A Memoir,Julia Scheeres,4,https://drive.google.com/file/d/1MT5B_-2hmB7xmymR5QApOZSY4W4NHXpv/view?usp=drive_link
,Joey Pigza Swallowed the Key,Jack Gantos,2,https://drive.google.com/file/d/1eO_tZ-fbOcSe4Mm_nC9pl2WzeUq57se9/view?usp=sharing
407,Julian is a Mermaid,Jessica Love,1,https://drive.google.com/file/d/1hdUg366quR1lVW2iKD6UtFCJkiz5XjIr/view?usp=drive_link
401,Julie of the Wolves,Jean Craighead George,2,https://drive.google.com/file/d/10vjk11Dk0GDvYFJYIVqKZ3HDq31i8AYA/view?usp=drive_link
400,Juliet Takes a Breath,Gabby Rivera,3,https://drive.google.com/file/d/1n-Lm3fYGg63Ru75QtZjBEOnaQv0lVfIg/view?usp=drive_link
398,Juliet Takes a Breath: a graphic novel,Gabby Rivera,4,https://drive.google.com/file/d/1lvEEeAR0n5Cx5pm_bL_D5MLh6iSyuP-c/view?usp=drive_link
409,Just Help!,Sonia Sotomayor,0,https://drive.google.com/file/d/1fWpxrs8I92IoA1bmKC1BVmGZBu0lwFxs/view?usp=drive_link
402,Just Shy of Ordinary,A. J. Sass,2,https://drive.google.com/file/d/1Lc95sB5unU2OwqfmuKKM0KuBaAZgXz29/view?usp=drive_link
,Kafka on the Shore ,. Haruki Murakami,5,
413,Kasher in the Rye,Moshe Kasher,3,https://drive.google.com/file/d/1SIay2LazACzaBs3AUZQVWmO01YhtpCAp/view?usp=drive_link
,Keeping 13,Chloe Walsh,4,https://drive.google.com/file/d/1D6MRSSC_KRib37ckzsJIJJezxCDTUSh4/view?usp=drive_link
,Kendra,Coe Booth,4,https://drive.google.com/file/d/1okjPEv5yjAesW2K-tH__HkaR7jpsy9sn/view?usp=drive_link
419,King & King,Linda de Haan and Stern Nijland,1,https://drive.google.com/file/d/1syslhf-osvmUgEXo-Io0ZnO_vXxEEaka/view?usp=drive_link
410,Kingdom of Ash,Sarah J. Maas,4,https://drive.google.com/file/d/1KuLCUU1fDBOIMEMglOXBHQ9zunVhecTA/view?usp=drive_link
,Kingdom of the Cursed,Kerri Maniscalco,5,https://drive.google.com/file/d/110_4ohdBpC_IsR6xkHJo7EL0VSucwGmL/view?usp=sharing
,Kingdom of the Feared,Kerri Maniscalco,5,https://drive.google.com/file/d/1rp5jtyreHHS82zNoaVTUXlPprwvK_Sl5/view?usp=drive_link
,Kingdom of the Wicked,Kerri Maniscalco,3,https://drive.google.com/file/d/1AMA9QCoTexvYy_SMITXhX3ANm8VqBnJE/view?usp=sharing
414,Kiss & Tell,Adib Khorram,3,https://drive.google.com/file/d/1rSKT4_r5gwUueJhfQ4aHjaJTRBMBTlRa/view?usp=drive_link
,"Kiss Now, Lie Later",C.W. Farnsworth,4,https://drive.google.com/file/d/1M4h_fm5QRvwXh_kOIrofT6nDQZ9pC7ZK/view?usp=sharing
416,Kissing Kate,Lauren Myracle,2,https://drive.google.com/file/d/16ZQUmicP4wAVpYCyEK-x4_pz6cSppYa2/view?usp=drive_link
442,"L8r, G8r",Lauren Myracle,3,https://drive.google.com/file/d/1LalVb6IS1znQGQCcb7UYCVFjK4sdfBfd/view?usp=share_link
,Lady Chatterley's Lover,D.H. Lawrence,4,https://drive.google.com/file/d/1SiyjYhJRtudN0HO0aey4zWFSd57AM97f/view?usp=sharing
441,Lady Midnight: The Dark Artifices Book 1,Cassandra Clare,3,https://drive.google.com/file/d/1aF3CwPEFBrQHKOg6ZUZnOUNuKwMBXj2e/view?usp=share_link
,Lady's Knight,Amie Kaufman and Meagan Spooner,3,
430,Last Night at the Telegraph Club,Malinda Lo,4,https://drive.google.com/file/d/1NsHKf7QW0vGycST-xNkYRacNs96oPT6y/view?usp=share_link
451,Laura Dean Keeps Breaking Up With Me,Mariko Tamaki,2,https://drive.google.com/file/d/16SPFTpLhv1dLgyZNRztK28TAeVYrxsUK/view?usp=share_link
440,Lawn Boy,Jonathan Evison,3,https://drive.google.com/file/d/1o9dDiJAPqNYbTN_5rVthTOSQmDaKOQQk/view?usp=share_link
429,Layla,Colleen Hoover,4,https://drive.google.com/file/d/1nVHHaMqizfe5C3YLuo-byC-rjFJtZA7x/view?usp=share_link
,Leah on the Offbeat,Becky Albertalli,2,https://drive.google.com/file/d/1MRXMizhQdsFJCaw1JhP-OVetX6BvU5OT/view?usp=drive_link
,Legend of the White Snake,Sher Lee,4,https://drive.google.com/file/d/1wRD5Uhbu35rZ4EdXOSwrYTFL5QxaXNJE/view?usp=sharing
439,Lessons in Chemistry,Bonnie Garmus,3,https://drive.google.com/file/d/1r4vYUooea8QEoSbpNYlLBTQINEf_nP53/view?usp=share_link
462,Let Me Play,Karen Blumenthal,1,https://drive.google.com/file/d/1rZ3GjL66Cf_riZfvk2urPbI_kUpC9B4S/view?usp=share_link
428,Let's Talk About It,Erika Moen and Matthew Nolan,4,https://drive.google.com/file/d/10ZQiopBj0iGf2iIWe_ghCwhhrYn5HCjo/view?usp=share_link
464,Let's Talk About Race,Julius Lester,0,https://drive.google.com/file/d/1xjhUQvUfC0J1d-m0M61J6jPn3VILM0Bw/view?usp=share_link
461,Letters to Live By: An Alphabet Book with Intention,Lisa Frenkel Riddiough,1,https://drive.google.com/file/d/1HETiG1S78Ch-iBzNxKxy2_Ayu3PUMHGQ/view?usp=share_link
,Lexicon,Max Barry,4,https://drive.google.com/file/d/10YGaF7NjoMrCwG5oD-jSHWoIctLuJHfk/view?usp=sharing
450,LGBTQ+ Rights,Virginia Loh-Hagan,2,https://drive.google.com/file/d/1irXnpHOZexdZ75UUq_Y6DIdAJ9rneV3D/view?usp=share_link
449,"Lies, Knives and Girls in Red Dresses",Ron Koertge,2,https://drive.google.com/file/d/1IXWJZVBLciVW38gqGZ2JKNqFwzRJYPxT/view?usp=share_link
438,Life is Funny,E.R. Frank,4,https://drive.google.com/file/d/1cCpRB3gnFvVmuskH4L-BZMIvYCL38cRf/view?usp=share_link
437,Light It Up,Kekla Magoon,3,https://drive.google.com/file/d/1mZJHkF8DV5rTqD_HB7tdGmL75M0KXM3D/view?usp=share_link
427,Lighter Than My Shadow,Katie Green,4,https://drive.google.com/file/d/10cS6cPEoUlUTkykDtXt9LoM1WXPP-2b6/view?usp=share_link
460,Like A Hurricane,Jonathan Becotte,1,https://drive.google.com/file/d/1BspHcwGJt1qEv-KUfz6J8ZIdEGZjpDsL/view?usp=share_link
426,Like a Love Story,Abdi Nazemian,4,https://drive.google.com/file/d/1CUdI7_jvag77rHQ7oYv1KPtyQ9Z28vKw/view?usp=share_link
448,Lily and Dunkin,Donna Gephart,2,https://drive.google.com/file/d/1BNT-6BnY-br3hJoI-ttDYVAsBZ59Echb/view?usp=share_link
436,Little and Lion,Brandy Colbert,3,https://drive.google.com/file/d/1OHczIzsuWCaMFnaj_-wJCXiEdkoJl5a0/view?usp=share_link
463,Little One,Ariel Andres Almada,0,https://drive.google.com/file/d/1-o5SVoElN3m2wY98Uhea7n4IacBpJWGS/view?usp=share_link
459,"Little People, Big Dreams Laverne Cox",Maria Isabel Sanchez Vegara,1,https://drive.google.com/file/d/1kLJ4ZiaIALVwHHTHAvk8PbLRNz3b5sDF/view?usp=share_link
458,"Little People, Big Dreams RuPaul",Maria Isabel Sanchez Vegara,1,https://drive.google.com/file/d/1ypEMHWvtiDTPXdXOimsYg-gjy4SPWNeE/view?usp=share_link
425,Living Dead Girl,Elizabeth Scott,4,https://drive.google.com/file/d/1D2wV5t37e8GP_3LRfFVqnxApjSFraJvo/view?usp=share_link
447,Living Ink: Ascension,R.H. Deans,2,https://drive.google.com/file/d/1aL4aMM43DykkocK1SoQVnozNvEuOBPkj/view?usp=share_link
,Loathe to Love You,Ali Hazelwood,5,https://drive.google.com/file/d/1J2iOTVmXVzzINwzF9s40n9Ki-Kg1w81p/view?usp=drive_link
